title_type,primary_title,genres,runtime_minutes,num_votes,average_rating,start_year
movie,Hidden Agenda,Drama,65.0,8,9.6,
tvEpisode,There are Some People Who You Shouldn't Mess With,"Crime,Drama",,18,7.5,
tvSeries,The Wonderful World of Babies,Documentary,60.0,16,7.1,
movie,You Don't Know Nicotine,Documentary,,39,8.5,
movie,"The Great 14th: Tenzin Gyatso, the 14th Dalai Lama in His Own Words",Documentary,82.0,152,9.3,
movie,Luccas Neto em: Acampamento de Férias,"Comedy,Family",87.0,76,2.5,
movie,Prem Prakaran,"Drama,Romance",162.0,67,9.7,
tvEpisode,Tom Holland/Alana Haim/Stevie Nistor,"Comedy,Talk-Show",41.0,17,7.1,
tvEpisode,Antony Blinken/Twice,"Comedy,Talk-Show",,19,6.4,
movie,Shkembimi,"Action,Comedy,Crime",87.0,93,7.3,
tvEpisode,Beg for What You Need,"Crime,Drama,Mystery",,13,8.0,
short,Perhaps,"Drama,Romance,Short",35.0,7,9.6,
tvEpisode,Tracee Ellis Ross/Jabani Banks/Koffee,"Comedy,Music,Talk-Show",41.0,13,6.5,
tvEpisode,The First Day of School,"Action,Animation,Family",,24,9.1,
short,Buffalo Running,"Documentary,Short",1.0,1091,6.2,1883.0
short,Woman Opening Umbrella,Short,,148,5.3,1887.0
short,Le prince de Galles,"Documentary,Short",,196,4.8,1892.0
short,Horse Shoeing,"Documentary,Short",,238,3.8,1893.0
short,Highland Dance,Short,,58,4.4,1894.0
short,Bertoldi (Table Contortion),Short,,74,4.0,1894.0
short,Rats and Weasel,Short,,28,3.0,1894.0
short,The Hornbacker-Murphy Fight,"Short,Sport",1.0,348,5.0,1894.0
short,Athlete with Wand,"Short,Sport",1.0,596,4.5,1894.0
short,Crows on Saffron Hill,"Documentary,Short",,42,3.7,1894.0
short,Lasso Thrower,"Action,Short,Western",,51,4.7,1894.0
short,New Blacksmith Shop,Short,1.0,141,4.5,1895.0
short,Quartette,Short,,27,3.8,1895.0
short,"Annabelle Serpentine Dance, no. 2",Short,,7,5.6,1895.0
short,New Barber's Shop,Short,,27,4.4,1895.0
short,Trilby Death Scene,"Drama,Short",,23,3.5,1895.0
short,Italienischer Bauerntanz,"Documentary,Short",1.0,323,4.6,1895.0
short,Leaving the Factory,"Documentary,Short",1.0,7085,6.9,1895.0
short,Steamer 'New York' in Dock,"Documentary,Short",,22,3.3,1895.0
short,(7ème) Cuirassiers: défilé (par escadron),Short,1.0,25,4.1,1896.0
short,Revue à Longchamp: arrivée de M. le Président de la République Félix Faure,Short,1.0,163,4.6,1896.0
short,Vistas españolas,Short,,17,3.7,1896.0
short,The Old German Mill,Short,,17,4.1,1896.0
short,Marché indien sur le canal de la Viga [Mexique],Short,1.0,124,4.3,1896.0
short,The Interrupted Supper,Short,,15,3.0,1896.0
short,"New York, Broadway",Short,1.0,196,5.8,1896.0
short,Coronation of a Village Maiden,Short,,29,3.2,1896.0
short,La voiture du potier,Short,,36,6.0,1896.0
short,Bal Espagnol dans la rue (Mexique),Short,,42,4.8,1896.0
short,Contortionist,Short,,21,4.1,1896.0
short,Watermelon Contest,"Comedy,Short",1.0,296,3.9,1896.0
short,A Surrey Garden,"Comedy,Short",,23,4.3,1896.0
short,Rip Meeting the Dwarf,"Fantasy,Short",1.0,526,4.5,1896.0
short,Porto,"Documentary,Short",,16,4.0,1896.0
short,Bicyclist,"Documentary,Short",1.0,352,6.0,1896.0
short,Scaphandrier,"Documentary,Short",1.0,154,5.4,1896.0
short,"Rescue on the River, Pt. 1","Documentary,Short",,53,5.1,1896.0
short,Marée montante sur Brise-Larmes,"Documentary,Short",,31,4.2,1896.0
short,Défilé d'infanterie française,"Documentary,Short",,21,5.0,1896.0
short,Hyde Park Bicycling Scene,"Documentary,Short",1.0,168,5.1,1896.0
short,"Li Hung Chang, 5th Avenue & 55th Street, N.Y.","Documentary,Short",,25,4.2,1896.0
short,Voyage dans un train,"Documentary,Short",1.0,47,4.1,1896.0
short,X-Ray Cinematography of Frog's Legs,"Documentary,Short",,24,6.6,1896.0
short,Les repas des chats,"Documentary,Short",1.0,68,5.2,1896.0
short,Sidewalks of New York,"Documentary,Short",,25,4.4,1896.0
short,A Watermelon Feast,"Documentary,Short",,84,6.4,1896.0
short,Balançoires,"Documentary,Short",1.0,230,5.1,1896.0
short,Closing Hours at Vibert's Perfume Factory,"Documentary,Short",,32,4.8,1896.0
short,"Cologne, Panorama pris d'un bateau","Documentary,Short",1.0,93,5.4,1896.0
short,"Budapest, pont suspendu","Documentary,Short",1.0,121,5.0,1896.0
short,"Marseille, la Canebière","Documentary,Short",1.0,241,5.1,1896.0
short,Pompiers à Lyon,"Documentary,Short",1.0,466,5.5,1896.0
short,"Barcelone, panorama du port I","Documentary,Short",1.0,107,5.4,1896.0
short,"East Side Drive, No. 1","Documentary,Short",,31,4.0,1896.0
short,Sortie de fabrique,"Documentary,Short",1.0,26,4.7,1896.0
short,"Munich, Maximilianeum","Documentary,Short",1.0,68,4.8,1896.0
short,Chegada de um Comboio Americano a Cadoucos,"Documentary,Short",,18,3.7,1896.0
short,Park Police Drill Left Wheel and Forward,"Documentary,Short",,22,3.7,1896.0
short,The Messers. Lumière at Cards,"Documentary,Short",1.0,1529,5.6,1896.0
short,Feeding the Doves,"Documentary,Short",1.0,883,5.0,1896.0
short,Uninvited Guest,Short,,17,4.2,1897.0
short,"Boston, Commercial Street",Short,1.0,24,4.1,1897.0
short,Buffalo Bill: peaux rouges,Short,1.0,75,4.7,1897.0
short,Riña en un café,Short,1.0,130,4.6,1897.0
short,Making Soap Bubbles,Short,,18,3.0,1897.0
short,Ronde enfantine,Short,1.0,56,5.2,1897.0
short,"Ballet, 'Le carnaval de Venise' II",Short,1.0,71,4.7,1897.0
short,Fatima,Short,,80,5.0,1897.0
short,Entrée du cortège royal à l'Exposition,Short,1.0,66,4.3,1897.0
short,Facial Expressions by Loney Haskell,Short,,26,5.0,1897.0
short,The Jealous Monkey,Short,,26,4.2,1897.0
short,Hail Britannia!,Short,,12,3.6,1897.0
short,Danse d'hommes,Short,1.0,96,4.8,1897.0
short,Danse serpentine,Short,1.0,66,5.8,1897.0
short,Attaque d'un poste anglais,"Short,War",,26,3.5,1897.0
short,Le roi Léopold II à l'exposition de Tervuren,"News,Short",,12,3.8,1897.0
short,Death of Nancy Sykes,"Drama,Short",,33,3.2,1897.0
short,The Miser,"Drama,Short",,19,3.7,1897.0
short,The Lover in the Bag,"Comedy,Short",1.0,146,5.7,1897.0
short,Le cocher de fiacre endormi,"Comedy,Short",,27,4.8,1897.0
short,Douche après le bain,"Comedy,Short",1.0,349,5.2,1897.0
short,La défense du drapeau,"Drama,Short,War",1.0,94,4.9,1897.0
short,"Pile Driving, Washington Navy Yard","Documentary,Short",,19,3.8,1897.0
short,"Ferryboat and Tug Passing Governors Island, New York Harbor","Documentary,Short",,26,3.2,1897.0
short,"Paris, le Pont-Neuf","Documentary,Short",1.0,246,5.1,1897.0
short,"Jerusalem, Jaffa Gate, East Side","Documentary,Short",1.0,258,5.7,1897.0
short,Les congolais à Tervueren,"Documentary,Short",,13,4.0,1897.0
short,Procession of the Holy Carpet,"Documentary,Short",,15,3.6,1897.0
short,60 Minute Flyer,"Documentary,Short",,27,3.0,1897.0
short,Arab Knife Grinder at Work,"Documentary,Short",,14,3.0,1897.0
short,Descente de la grande pyramide,"Documentary,Short",1.0,78,4.6,1897.0
short,Hotel del Monte,"Documentary,Short",,128,4.0,1897.0
short,Railway Traffic on the L.N.W.R.,"Documentary,Short",,14,4.8,1897.0
short,"Blick vom Amerika Höft, Hamburg","Documentary,Short",,14,3.8,1897.0
short,Vinolia Soap,"Documentary,Short",,14,4.0,1897.0
short,Am Prater-Stern in Wien,"Documentary,Short",,15,3.3,1897.0
short,"Sleigh Riding, Central Park","Documentary,Short",,18,3.8,1897.0
short,Life Guards and Princes North of St Paul's,"Documentary,Short",1.0,69,4.3,1897.0
short,Touristes revenant d'une excursion,"Documentary,Short",,34,4.8,1897.0
short,Royal Princes in St. Paul's Churchyard,"Documentary,Short",1.0,69,4.3,1897.0
short,Boxing for Points,"Documentary,Short,Sport",1.0,51,4.0,1897.0
short,"Sutro Baths, No. 1","Documentary,Short,Sport",,167,4.5,1897.0
short,Merry-Go-Round,Short,,31,3.5,1898.0
short,Old Glory and the Cuban Flag,Short,,24,3.6,1898.0
short,Fregoli barbiere maldestro,Short,,17,5.5,1898.0
short,Fregoli al ristorante,Short,,26,3.9,1898.0
short,Visite de l'épave du Maine,Short,,34,5.1,1898.0
short,A Very Laughable Mixup,Short,,30,3.8,1898.0
short,Freedom of Cuba,Short,,31,3.7,1898.0
short,The 'Lorenzo',Short,,22,5.6,1898.0
short,An Impromptu Can-Can at the Chorus Girls' Picnic,Short,,25,2.7,1898.0
short,La fuite en Égypte,Short,1.0,19,4.2,1898.0
short,Battle of Manila Bay,"Short,War",,28,4.8,1898.0
short,Combat naval devant Manille,"Short,War",,24,4.9,1898.0
short,The Wreck of the 'Maine',"News,Short",,18,4.2,1898.0
short,IX. Le couronnement d'épines,"Drama,Short",1.0,15,5.2,1898.0
short,La mise en croix,"Drama,Short",1.0,34,5.3,1898.0
short,Výstavní párkar a lepic plakátù,"Comedy,Short",1.0,129,4.6,1898.0
short,Querelle de matelassières,"Comedy,Short",1.0,239,5.3,1898.0
short,Adventures of William Tell,"Comedy,Short",1.0,560,6.1,1898.0
short,Photographing a Ghost,"Horror,Short",,28,5.0,1898.0
short,Mexico Street Scene,"Documentary,Short",,23,3.5,1898.0
short,"Course de taureaux, sortie de la quadrille","Documentary,Short",,37,4.4,1898.0
short,Sleighing Scene,"Documentary,Short",,96,4.3,1898.0
short,Soldiers Washing Dishes,"Documentary,Short",,95,3.3,1898.0
short,"Mess Call, American Camp at Chicamauga","Documentary,Short",,21,2.1,1898.0
short,After Launching,"Documentary,Short",,129,3.4,1898.0
short,Express Train on a Railway Cutting,"Documentary,Short",,83,5.4,1898.0
short,"71st Regiment, New York","Documentary,Short",,75,3.7,1898.0
short,"10th U.S. Infantry, 2nd Battalion Leaving Cars","Documentary,Short",1.0,136,3.7,1898.0
short,Good Night,"Documentary,Short",,15,3.7,1898.0
short,Panorama du funiculaire de Bellevue II,"Documentary,Short",1.0,83,5.7,1898.0
short,"Pope Leo XIII in Vatican Garden, No. 1","Documentary,Short",,13,5.0,1898.0
short,The River Zaan,"Documentary,Short",,22,5.8,1898.0
short,Street Fight and Arrest,"Documentary,Short",,31,4.6,1898.0
short,A Blast at the Solvay Quarries,"Documentary,Short",,40,5.4,1898.0
short,Feeding Sea Gulls,"Documentary,Short",,95,4.0,1898.0
short,Pope Leo XIII Walking Before Kneeling Guards,"Documentary,Short",,19,3.9,1898.0
short,Troop Ships for the Philippines,"Documentary,Short,War",1.0,228,4.7,1898.0
short,"Tetherball, or Do-Do","Documentary,Short,Sport",,86,4.9,1898.0
short,Trick Bears,Short,2.0,105,3.3,1899.0
short,The Snow Man,Short,,18,3.8,1899.0
short,Prinsengracht,Short,2.0,73,5.5,1899.0
short,Pick-pocket et policeman,Short,,17,4.0,1899.0
short,The Fight of Reporters at the Lycée,Short,1.0,253,5.2,1899.0
short,Automobiles fleuries,Short,,9,5.2,1899.0
short,Danse bohémienne,Short,,16,4.4,1899.0
short,Baby Feeding a Kitten,Short,,23,7.4,1899.0
short,Raising Old Glory Over Morro Castle,Short,1.0,110,3.3,1899.0
short,Christ Walking on Water,Short,,19,4.2,1899.0
short,As in a Looking Glass,"Comedy,Short",2.0,131,5.1,1899.0
short,A Ray of Sunshine After the Rain,"Comedy,Short",,22,4.9,1899.0
short,The Miser's Doom,"Horror,Short",,25,4.2,1899.0
short,Dreyfus Put in Irons,"Biography,Short",1.0,247,5.0,1899.0
short,The 'Roslin Castle' (Troopship) Leaving for South Africa,"Documentary,Short",,25,3.3,1899.0
short,Climbing Jacob's Ladder,"Documentary,Short",,44,7.3,1899.0
short,Funérailles de Félix Faure,"Documentary,Short",,19,3.8,1899.0
short,Morning Colors on U.S. Cruiser 'Raleigh',"Documentary,Short",1.0,91,3.4,1899.0
short,Portsmouth,"Documentary,Short",,11,4.9,1899.0
short,First Northumberland Fusiliers Digging Entrenchments,"Documentary,Short",,27,3.8,1899.0
short,Amsterdams vreemdelingenverkeer,"Documentary,Short",,29,3.6,1899.0
short,Female Prisoners: Detroit House of Correction,"Documentary,Short",,27,6.0,1899.0
short,"Under the Shadow of Mt. Stephen, Passing Field's Station in the Rocky Mountains","Documentary,Short",,17,7.4,1899.0
short,The Fitzsimmons-Jeffries Fight,"Documentary,Short,Sport",,29,4.8,1899.0
short,"Coppelia, the Animated Doll",Short,2.0,21,6.0,1900.0
short,The Conjurer,Short,,21,5.6,1900.0
short,La rue des nations,Short,1.0,31,4.8,1900.0
short,Rough Sea,Short,1.0,281,4.2,1900.0
short,Buffalo Bill's Wild West Parade,"News,Short",,24,4.2,1900.0
short,L'Enfant prodigue,"Drama,Short",7.0,15,3.9,1900.0
short,How Bridget Made the Fire,"Comedy,Short",,24,4.9,1900.0
short,I Had to Leave a Happy Home for You,"Comedy,Short",,28,4.2,1900.0
short,Chirurgie fin de siècle,"Comedy,Short",2.0,257,5.7,1900.0
short,The Tramp and the Crap Game,"Comedy,Short",,24,7.5,1900.0
short,The Doctor and the Monkey,"Comedy,Short",1.0,356,5.2,1900.0
short,Boxeurs,"Comedy,Short",1.0,9,4.5,1900.0
short,"Oh! What a Night; or, The Sultan's Dream","Fantasy,Short",3.0,390,5.7,1900.0
short,The Three Bacchantes,"Fantasy,Short",,18,5.7,1900.0
short,Champs de Mars,"Documentary,Short",1.0,213,5.4,1900.0
short,Galveston Hurrican Shots,"Documentary,Short",,14,5.6,1900.0
short,Panorama of Wreckage of Water Front,"Documentary,Short",,74,3.9,1900.0
short,Panoramic View of the Place De L'Concord,"Documentary,Short",2.0,63,4.6,1900.0
short,Lancers Under the Earl of Airlie Fording the Modder River,"Documentary,Short",,20,3.6,1900.0
short,Up-to-Date Spiritualism,"Comedy,Fantasy,Short",2.0,362,5.7,1900.0
short,L'eau merveilleuse,Short,,13,5.6,1901.0
short,The Arrest of Goudie,Short,,6,3.5,1901.0
short,Prison Bars,"Drama,Short",,24,4.2,1901.0
short,Manchester Wheelers' Annual Race Meet,"Short,Sport",4.0,30,4.5,1901.0
short,The Tramp's Unexpected Skate,"Comedy,Short",,109,4.7,1901.0
short,The Brahmin and the Butterfly,"Fantasy,Short",2.0,477,6.0,1901.0
short,The House of Mystery,"Fantasy,Short",3.0,337,6.2,1901.0
short,"McKinley's Funeral Entering Westlawn Cemetery, Canton [Ohio]","Documentary,Short",3.0,57,4.3,1901.0
short,Maillane: Défilé des tambourinaires,"Documentary,Short",1.0,79,4.4,1901.0
short,Badende damer paa Badeanstalt,"Documentary,Short",,13,3.8,1901.0
short,"University Procession on Degree Day, Birmingham","Documentary,Short",2.0,71,4.9,1901.0
short,"Jamaica Street, Glasgow","Documentary,Short",3.0,103,5.5,1901.0
short,The Clown with the Portable Body,"Comedy,Fantasy,Short",2.0,478,6.5,1901.0
short,The Gans-McGovern Fight,"Documentary,Short,Sport",,32,5.7,1901.0
short,Trade Procession at Opening of Cork Exhibition,Short,6.0,23,4.5,1902.0
short,Congregation Leaving St. Patrick's Church in Cork,Short,,29,4.3,1902.0
short,Foxy Grandpa and Polly in a Little Hilarity,Short,1.0,149,5.1,1902.0
short,"Workers Leaving Lee Boot Factory Dwyer & Co. Ltd, Cork",Short,1.0,27,5.4,1902.0
short,Foxy Grandpa Shows Boys He Is a Magician,"Comedy,Short",,40,6.9,1902.0
short,The Extraordinary Waiter,"Comedy,Short",1.0,105,5.0,1902.0
short,Foxy Grandpa Shows the Boys a Trick or Two with the Tramp,"Comedy,Short",,86,8.2,1902.0
short,Jack and the Beanstalk,"Fantasy,Short",10.0,757,6.1,1902.0
short,The Magical Hen,"Fantasy,Short",2.0,33,5.3,1902.0
short,The Magician and the Imp,"Fantasy,Short",1.0,269,5.3,1902.0
short,Tram Rides Through Nottingham,"Documentary,Short",6.0,12,5.0,1902.0
short,Panoramic View Near Mt. Golden on the Canadian Pacific R. R.,"Documentary,Short",2.0,21,3.3,1902.0
short,Japanese Girl Smoking Cigarettes,"Documentary,Short",,26,5.3,1902.0
short,The India-Rubber Man,"Documentary,Short",,12,6.2,1902.0
short,New York's New Subway,"Documentary,Short",,16,4.2,1902.0
short,New York City in a Blizzard,"Documentary,Short",3.0,49,4.9,1902.0
short,Burning of Durland's Riding Academy,"Documentary,Short",3.0,169,5.1,1902.0
short,The Devil's Money Bags,"Comedy,Fantasy,Horror",3.0,459,5.5,1902.0
short,Les Elkes champions du Cake-Walk,Short,1.0,89,5.1,1903.0
short,Catch-As-Catch-Can Wrestling Bout,Short,2.0,39,4.5,1903.0
short,Eccentric Waltz,Short,2.0,33,6.0,1903.0
short,Los héroes del sitio de Zaragoza,"Short,War",4.0,65,5.1,1903.0
short,The Haymarket,"Drama,Short",5.0,32,5.4,1903.0
short,Street Car Chivalry,"Comedy,Short",1.0,86,5.0,1903.0
short,"A Frontier Flirtation; or, How the Tenderfoot Won Out","Comedy,Short",1.0,111,4.7,1903.0
short,Fregoli dietro le quinte,"Comedy,Short",,9,4.1,1903.0
short,Akt-Skulpturen. Studienfilm für bildende Künstler,"Documentary,Short",1.0,206,6.3,1903.0
short,From London to Brighton,"Documentary,Short",,37,7.7,1903.0
short,Retour du Cortège après le Couronnement: Le Roi,"Documentary,Short",1.0,64,4.8,1903.0
short,Emigrants Landing at Ellis Island,"Documentary,Short",2.0,237,5.4,1903.0
short,"Transporting Internal Rev. Stamps, U.S.P.O.","Documentary,Short",,40,3.5,1903.0
short,The Poachers,"Action,Crime,Drama",3.0,414,5.9,1903.0
short,Faust et Méphistophélès,"Drama,Horror,Short",2.0,270,5.2,1903.0
short,Bubbles!,Short,,12,3.9,1904.0
short,A Miracle Under the Inquisition,Short,3.0,262,5.8,1904.0
short,The Ex-Convict,"Drama,Short",8.0,216,5.8,1904.0
short,"Trotting Match at Springfield Park, Wigan","Short,Sport",2.0,29,4.7,1904.0
short,Railroad Smashup,"Action,Short",1.0,65,5.9,1904.0
short,Life of an American Fireman,"Action,Short",,26,6.2,1904.0
short,The Bathers' Revenge,"Comedy,Short",1.0,20,4.3,1904.0
short,Barnum's Trunk,"Comedy,Short",4.0,70,5.9,1904.0
short,Mr. Jack in the Dressing Room,"Comedy,Short",1.0,80,4.7,1904.0
short,The Lost Child,"Comedy,Short",6.0,50,5.0,1904.0
short,"Pity the Blind, No. 2","Comedy,Short",1.0,93,4.6,1904.0
short,Decoyed,"Crime,Drama,Short",3.0,32,5.3,1904.0
short,Kejserinde Dagmar ankommer til Gentofte,"Documentary,Short",1.0,9,3.6,1904.0
short,Automobile Race for the Vanderbilt Cup,"Documentary,Short",3.0,97,5.1,1904.0
short,Blackpool Victoria Pier,"Documentary,Short",2.0,88,5.1,1904.0
short,Steam Hammer,"Documentary,Short",4.0,119,4.9,1904.0
short,Panorama du port d'Alger,"Documentary,Short",1.0,80,5.2,1904.0
short,President Roosevelt's Homecoming,"Documentary,Short",1.0,20,3.3,1904.0
short,Scenes in an Infant Orphan Asylum,"Documentary,Short",8.0,28,4.1,1904.0
movie,Eine Fliegenjagd oder Die Rache der Frau Schultze,,,27,5.0,1905.0
short,Le coq dressé de Cook et Rilly,Short,2.0,146,4.4,1905.0
short,Scenes of Convict Life,"Drama,Short",8.0,43,6.0,1905.0
short,The Gun License,"Comedy,Short",5.0,16,5.4,1905.0
short,Matrimonial Agency,"Comedy,Short",,12,4.4,1905.0
short,Poison or Whiskey,"Comedy,Short",,14,4.2,1905.0
short,Le Moustique Récalcitrant,"Comedy,Short",1.0,63,5.3,1905.0
short,MacNab's Visit to London,"Comedy,Short",5.0,37,5.8,1905.0
short,Our New Errand Boy,"Comedy,Short",5.0,124,5.4,1905.0
short,Parada na turska pesadija i konjanica,"Documentary,Short",2.0,86,4.6,1905.0
short,"Leap Frog Railway, Coney Island","Documentary,Short",1.0,16,5.5,1905.0
short,"Special March Past of St. Joseph's Scholars and Special Parade of St. Matthew's Pupils, Blackburn","Documentary,Short",2.0,72,5.1,1905.0
short,Pennsylvania Tunnel Excavation,"Documentary,Short",3.0,67,4.2,1905.0
short,Svadba vo Bitola,"Documentary,Short",1.0,90,5.0,1905.0
short,Adventures of Sherlock Holmes,"Crime,Drama,Mystery",,51,4.6,1905.0
short,The Palace of Arabian Knights,"Adventure,Fantasy,Short",14.0,503,6.1,1905.0
short,Nouvelle fantasmagorie,Short,,8,6.6,1906.0
short,The Fantastic Diver,Short,2.0,143,4.8,1906.0
short,El soldado de la Independencia,Short,,16,2.4,1906.0
movie,Highlights from The Mikado,Musical,,24,3.3,1906.0
short,Ladrón de bicicletas,"Drama,Short",,8,5.6,1906.0
short,Mortelle idylle,"Drama,Short",6.0,77,4.7,1906.0
short,Poor Mother,"Drama,Short",6.0,86,6.2,1906.0
short,Revolution in Russia,"Drama,Short",4.0,331,5.7,1906.0
short,Photographie d'une étoile,"Comedy,Short",2.0,32,4.2,1906.0
short,Day in the Country,"Comedy,Short",7.0,10,6.1,1906.0
short,Militære Opvisninger paa Fælleden,"Documentary,Short",,10,3.6,1906.0
short,"Epileptic Seizure, No. 2","Documentary,Short",,12,2.9,1906.0
short,La scuola di cavalleria in Pinerolo,"Documentary,Short",,11,4.8,1906.0
short,Islands Altings besøg i København,"Documentary,Short",6.0,36,4.6,1906.0
short,El parque de palatino,"Documentary,Short",1.0,20,4.6,1906.0
short,Scenes in San Francisco (No. 1),"Documentary,Short",3.0,15,4.2,1906.0
short,Dream of a Rarebit Fiend,"Comedy,Fantasy,Short",7.0,1897,6.7,1906.0
short,The House of Ghosts,"Comedy,Fantasy,Horror",6.0,1277,7.0,1906.0
short,The San Francisco Earthquake,"Documentary,History,Short",14.0,69,6.8,1906.0
movie,Belles of Killarney,,,18,3.1,1907.0
short,A Night with Masqueraders in Paris,Short,,20,5.6,1907.0
short,Enchanted Glasses,Short,4.0,72,5.5,1907.0
